ID,EVALUATION_RATING,REPORTS_TO,FEEDBACK_COMMENT,SATISFACTION_INDEX
173329,3.4,114669,I don't feel working remotely,4.8
173330,3.1,112608,I don't feel promoted,4.9
173331,2.3,119364,I feel accomplished,3.8
173332,4.1,115927,I feel getting more training,4.8
173333,1.9,124578,My peers and I don't feel friends with my colleagues,3.8
173334,1.7,114621,I don't feel part of the team,3.9
173335,4.5,124182,I feel motivated,4.9
173336,4.6,113409,I would like to be  part of the team,3.8
173337,4.2,121985,I feel part of something bigger,3.8
173338,2.4,120415,I feel working remotely,4.8
173339,3,105209,I would like to be  supported,3.9
173340,2.5,113497,My peers and I would like to be  friends with my colleagues,3.9
173341,1.6,117984,I don't feel engaged,4.8
173342,2.6,109150,I would like to be  valued,3.8
173343,2.5,124386,I feel friends with my colleagues,3.8
173344,2.2,112882,I would like to be  valued,4.8
173345,4.9,116706,I feel working remotely,4.9
173346,3.3,121842,I would like to be  accomplished,3.8
173347,2.5,116599,I feel friends with my colleagues,4.8
173348,4.3,107394,I would like to be  part of something bigger,4.8
173349,4.6,114733,My peers and I would like to be  working remotely,3.9
173350,4.1,113123,I feel motivated,3.8
173351,1.7,114474,My peers and I feel promoted,4.8
173352,3.4,117030,I feel promoted,4.9
173353,2,122592,I would like to be  working remotely,4.8
173354,2.6,122087,I don't feel working remotely,4.8
173355,3.5,111156,I feel friends with my colleagues,3.9
173356,2.8,115786,I don't feel motivated,4.8
173357,1.8,107097,I don't feel friends with my colleagues,3.9
173358,4.6,107928,I would like to be  accomplished,4.8
173359,4.2,115893,I feel part of the team,4.9
173360,3.7,121508,I don't feel promoted,4.8
173361,2.2,121190,I feel supported,3.9
173362,4.1,121937,My peers and I don't feel engaged,4.8
173363,1.6,115865,I feel working for a cause,4.8
173364,4.6,110278,I feel friends with my colleagues,3.9
173365,4.4,113172,I would like to be  friends with my colleagues,4.9
173366,2.4,123007,My peers and I feel supported,3.8
173367,3.9,116232,I feel engaged,3.8
173368,3.3,123163,My peers and I don't feel promoted,4.9
173369,4.5,122476,I would like to be  happy,4.8
173370,1.1,113213,I feel working remotely,3.8
173371,4.1,119760,I would like to be  motivated,3.9
173372,2.4,122231,I don't feel engaged,4.9
173373,3.7,110754,My peers and I would like to be  working remotely,3.8
173374,2,109860,My peers and I don't feel getting more training,4.8
173375,2.4,119921,I would like to be  accomplished,4.8
173376,1.5,120027,I don't feel getting more training,4.8
173377,4,114940,I feel working for a cause,3.8
173378,2.1,117283,I would like to be  part of something bigger,3.8
173379,3.4,111623,My peers and I would like to be  working remotely,4.8
173380,4.5,110249,I feel accomplished,4.8
173381,2.3,111533,I don't feel working for a cause,3.9
173382,3.3,109880,I would like to be  getting more training,4.8
173383,1.6,110935,I don't feel promoted,3.9
173384,3.2,106915,My peers and I would like to be  supported,3.8
173385,1,105011,My peers and I feel supported,4.9
173386,1.9,120453,My peers and I feel working remotely,3.8
173387,1.7,115526,I don't feel working remotely,4.8
173388,2.6,119346,My peers and I feel working remotely,4.9
173389,1,116306,My peers and I feel working remotely,3.9
173390,2.9,107427,I would like to be  part of the team,3.8
173391,4.8,117280,My peers and I don't feel supported,4.8
173392,2.8,111051,My peers and I would like to be  friends with my colleagues,3.9
173393,4.2,111141,I feel part of something bigger,4.8
173394,4.2,115855,I don't feel part of the team,4.9
173395,3.8,120442,I don't feel part of the team,3.9
173396,4.1,124813,My peers and I don't feel accomplished,3.9
173397,2.1,111486,My peers and I feel motivated,3.8
173398,1.4,107195,I feel working for a cause,4.9
173399,2.2,110430,I would like to be  working for a cause,4.8
173400,1.9,106784,I feel supported,3.8
173401,3.2,107910,I don't feel supported,4.8
173402,4.3,113102,I don't feel friends with my colleagues,4.9
173403,2.7,122873,My peers and I feel getting more training,4.8
173404,1.2,113909,I would like to be  part of the team,4.9
173405,3.8,123342,I don't feel getting more training,3.8
173406,1.5,120112,I don't feel working remotely,4.9
173407,3.1,124510,I feel promoted,4.9
173408,2.4,112937,I would like to be  valued,4.8
173409,2.3,124808,I don't feel part of something bigger,4.8
173410,4.6,107904,I feel valued,4.9
173411,4.7,113727,I would like to be  working remotely,3.9
173412,4.4,117347,I don't feel part of the team,4.9
173413,4.3,122904,I don't feel friends with my colleagues,4.8
173414,3.7,108915,I would like to be  working remotely,4.8
173415,4.3,107727,I would like to be  engaged,3.8
173416,1,112699,I don't feel part of the team,3.8
173417,2.6,105878,My peers and I don't feel working remotely,3.9
173418,4.3,120036,I would like to be  getting more training,4.9
173419,3.4,105613,I would like to be  supported,3.8
173420,2,112171,I feel working remotely,3.9
173421,4.4,114603,I don't feel accomplished,3.9
173422,1.1,106272,I would like to be  working remotely,4.8
173423,4.8,111548,I don't feel promoted,4.8
173424,4.4,117003,I feel working for a cause,4.9
173425,1.9,120049,I feel working remotely,4.9
173426,3.9,121827,My peers and I don't feel motivated,4.9
173427,4.7,116537,I don't feel accomplished,4.8
173428,1.4,118263,I would like to be  engaged,4.9
173429,4,121186,My peers and I feel supported,3.9
173430,1.4,113877,My peers and I would like to be  engaged,3.8
173431,2.1,115115,I feel working remotely,4.9
173432,4.8,112357,I don't feel friends with my colleagues,4.8
173433,2,116638,I would like to be  engaged,4.9
173434,4.7,114307,I would like to be  motivated,4.9
173435,4.3,109940,I feel friends with my colleagues,3.9
173436,3.5,124733,I would like to be  friends with my colleagues,3.8
173437,3.9,120511,I would like to be  part of the team,3.9
173438,4.9,109012,My peers and I don't feel working remotely,4.8
173439,2.2,113971,I feel engaged,4.9
173440,2.4,122189,I don't feel part of the team,4.8
173441,3.1,120669,My peers and I feel accomplished,3.8
173442,4.1,115110,My peers and I feel working for a cause,3.9
173443,1.6,109681,My peers and I don't feel working remotely,3.8
173444,4.6,108344,My peers and I would like to be  supported,3.9
173445,3.4,123875,I would like to be  working remotely,4.9
173446,4.1,115907,I would like to be  working remotely,3.9
173447,2.2,112470,I would like to be  working remotely,3.8
173448,1.7,123400,I would like to be  friends with my colleagues,4.9
173449,2.7,106045,My peers and I would like to be  promoted,4.8
173450,2.1,116780,My peers and I feel part of something bigger,4.9
173451,2.7,121249,I don't feel getting more training,3.8
173452,2.5,123168,I don't feel motivated,3.8
173453,1.3,107529,My peers and I would like to be  supported,4.9
173454,1.7,123777,My peers and I don't feel motivated,3.9
173455,3.4,116433,I don't feel working remotely,3.9
173456,2.9,120488,I don't feel working for a cause,4.9
173457,2.2,106391,I would like to be  engaged,3.8
173458,3.5,115696,I feel supported,4.8
173459,2.7,113345,I don't feel part of the team,4.8
173460,4.9,114086,I feel engaged,4.8
173461,2.4,111598,I would like to be  accomplished,3.9
173462,1.5,116234,I would like to be  part of something bigger,4.8
173463,1.7,110117,My peers and I don't feel valued,4.9
173464,1.2,117698,My peers and I don't feel working remotely,3.9
173465,3,106187,My peers and I don't feel working remotely,4.8
173466,4.7,121577,I don't feel working for a cause,3.9
173467,4.4,114812,My peers and I feel promoted,4.9
173468,4.6,113860,I feel engaged,4.9
173469,1.8,123014,My peers and I don't feel happy,3.8
173470,1.9,118229,My peers and I feel getting more training,3.8
173471,4.8,108338,I don't feel working for a cause,4.8
173472,2.1,122607,I feel promoted,3.8
173473,3.9,105341,My peers and I would like to be  part of the team,4.9
173474,4.6,113103,I feel getting more training,4.8
173475,4.9,108629,I feel friends with my colleagues,4.9
173476,2.8,122707,My peers and I would like to be  working remotely,3.8
173477,2.5,105704,I would like to be  part of something bigger,3.9
173478,3.5,108576,I feel promoted,4.8
173479,4.7,115671,I feel part of something bigger,3.8
173480,2.9,118956,I feel promoted,4.9
173481,2.4,109900,My peers and I feel valued,3.9
173482,1.3,106736,My peers and I don't feel working for a cause,4.9
173483,3,110800,My peers and I would like to be  accomplished,4.8
173484,1.8,105124,My peers and I would like to be  supported,3.9
173485,2.8,124276,I would like to be  happy,4.9
173486,1.5,110385,My peers and I feel working remotely,3.9
173487,3.2,113253,I don't feel happy,4.8
173488,2.1,112511,I feel getting more training,4.8
173489,2.9,116925,I don't feel getting more training,4.8
173490,4.1,116295,I would like to be  promoted,3.8
173491,2.5,116823,I feel working for a cause,4.8
173492,1.6,117253,I would like to be  part of the team,3.8
173493,3.8,121300,I feel supported,4.8
173494,4.1,119256,My peers and I don't feel working remotely,3.8
173495,3.4,119465,I don't feel part of the team,4.9
173496,3.9,124123,My peers and I don't feel part of something bigger,4.8
173497,1.2,113547,I don't feel working remotely,4.8
173498,1.1,120182,I would like to be  valued,4.9
173499,3.6,107277,I don't feel part of the team,3.8
173500,3.8,123895,My peers and I don't feel working remotely,4.9
173501,4.6,116312,I feel working remotely,3.8
173502,2.3,108236,I would like to be  happy,3.9
173503,2.1,118100,My peers and I would like to be  part of the team,4.9
173504,1.5,111621,My peers and I would like to be  part of the team,3.9
173505,1.6,110409,I feel promoted,4.8
173506,1.1,115282,My peers and I feel part of the team,3.8
173507,3,109187,I don't feel working remotely,4.9
173508,1,124793,I feel supported,3.8
173509,2.5,114965,I don't feel part of the team,4.9
173510,3.2,119076,I feel getting more training,3.9
173511,3,119762,I don't feel part of the team,3.8
173512,2.2,116279,I would like to be  working for a cause,4.9
173513,2.6,107313,I would like to be  getting more training,3.9
173514,3.9,114162,I would like to be  promoted,4.8
173515,1.7,123506,I feel part of the team,3.8
173516,1.9,116227,I don't feel working remotely,3.8
173517,1.6,108582,My peers and I would like to be  valued,3.9
173518,4.8,112555,I would like to be  engaged,4.9
173519,3.5,123096,I feel motivated,4.8
173520,4.9,115689,My peers and I would like to be  motivated,3.8
173521,2.6,117236,I feel working remotely,4.9
173522,2.8,108556,My peers and I don't feel supported,3.9
173523,4.7,113992,My peers and I would like to be  working for a cause,3.9
173524,4,118306,I feel accomplished,3.8
173525,3.2,121589,My peers and I don't feel part of the team,3.8
173526,1.7,122530,My peers and I don't feel working remotely,4.8
173527,1.3,105928,I don't feel working remotely,3.9
173528,3.3,114258,I don't feel getting more training,4.9
173529,3.5,123913,I feel working for a cause,3.8
173530,4.4,117261,I feel working for a cause,4.9
173531,3.6,105003,I feel working remotely,4.8
173532,1.5,119599,I feel engaged,3.9
173533,3.2,107324,My peers and I would like to be  valued,3.8
173534,2.2,119103,My peers and I would like to be  promoted,3.8
173535,2.9,118376,I would like to be  supported,4.9
173536,2.4,110393,My peers and I don't feel engaged,4.9
173537,2.8,110002,I don't feel getting more training,3.8
173538,1.7,116394,I would like to be  working remotely,3.9
173539,2.8,124496,I feel working remotely,3.9
173540,2.5,117855,I don't feel valued,3.8
173541,1.2,110426,My peers and I don't feel working remotely,4.8
173542,3.5,109792,I don't feel working remotely,3.8
173543,1.7,114854,My peers and I don't feel part of the team,4.8
173544,1.8,124106,I feel motivated,4.8
173545,2.6,124529,I don't feel getting more training,3.8
173546,1.9,112926,I don't feel happy,4.9
173547,3.4,115131,I would like to be  friends with my colleagues,3.8
173548,4.4,115644,My peers and I don't feel engaged,3.8
173549,2.1,118788,My peers and I feel part of the team,3.9
173550,3,119632,I would like to be  friends with my colleagues,4.9
173551,2.3,119168,I would like to be  part of the team,4.9
173552,1.8,113673,I don't feel motivated,3.8
173553,2.4,105070,I don't feel supported,3.8
173554,2.2,116710,My peers and I don't feel part of something bigger,3.8
173555,2.4,118416,My peers and I would like to be  part of the team,3.9
173556,2.3,119483,I would like to be  promoted,4.9
173557,2.5,108430,I would like to be  accomplished,4.9
173558,2.4,122679,I feel part of something bigger,4.8
173559,2.7,116242,I don't feel part of something bigger,4.9
173560,2.2,114667,My peers and I would like to be  motivated,3.9
173561,2.1,108790,I don't feel getting more training,4.8
173562,3.8,117192,I would like to be  part of the team,4.9
173563,3.8,113927,I don't feel working remotely,3.8
173564,2.6,117581,I don't feel part of something bigger,4.8
173565,2.4,119614,I don't feel friends with my colleagues,3.8
173566,2.7,111954,I feel promoted,3.8
173567,2.3,105804,My peers and I would like to be  motivated,3.9
173568,3.9,111697,My peers and I feel working remotely,4.8
173569,4.2,122439,I would like to be  promoted,3.8
173570,3.5,105981,My peers and I don't feel working remotely,4.8
173571,3.1,106902,My peers and I don't feel getting more training,4.9
173572,2,107203,I don't feel promoted,4.9
173573,2.5,115129,My peers and I don't feel friends with my colleagues,3.8
173574,3.2,111292,I feel working remotely,4.8
173575,4.7,122385,I feel part of the team,3.8
173576,3.3,107367,My peers and I feel working remotely,3.8
173577,1.6,111667,I don't feel supported,3.8
173578,3.2,109488,My peers and I would like to be  part of the team,3.8
173579,3,105140,I don't feel happy,3.9
173580,3,120671,I would like to be  working remotely,3.8
173581,2.4,109463,I would like to be  working remotely,4.8
173582,1.1,105637,I don't feel engaged,3.8
173583,3.8,120619,I would like to be  supported,4.8
173584,4.7,122394,My peers and I feel getting more training,4.9
173585,4.1,119176,I don't feel part of something bigger,3.9
173586,1.8,110712,My peers and I don't feel working remotely,4.8
173587,4.3,106857,My peers and I don't feel working remotely,3.8
173588,2.6,119517,My peers and I feel supported,3.9
173589,4.1,121914,I would like to be  working for a cause,3.8
173590,4.7,106575,I would like to be  motivated,3.9
173591,4.6,107287,I feel part of something bigger,4.9
